Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Work Ratio,Security Level,Outward issue link (Blocks),Outward issue link (Problem/Incident),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Customer Request Type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Final Effort Assessment),Custom field (Fugue CLI Version),Custom field (Impact),Custom field (Luminal Team),Custom field (Organizations),Custom field (Parent Link),Custom field (Raised During),Custom field (Rank),Custom field (Request participants),Satisfaction rating,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Story Points),Custom field (Team),Custom field (Test Sessions),Custom field (Testing Status),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Hide the AMI checking behind a env variable,FUGUE-4598,29520,28723,Sub-task,Done,FUGUE,Fugue Product,software,nate,Fugue Product Project,,High,,matt,achintya,achintya,02/Feb/17 11:53 AM,21/Apr/17 9:13 AM,09/May/17 6:48 PM,,,,,,0,,,,,"We'd need a ""cli_preview"" like flag which would hide this behavior if an env variable is set. This is to make sure that the CLI can be used for those AMIs which have not been annotated through the artifact tool (for example all the non cbfr AMIs) ",,achintya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,CloudOS Team,,,,2|i001in:,,,Sprint 28,Sprint 29,,,,,,,Not started,,,,,,,,,,,,,,,,,
[QA] Validate mechanism to cleanly switch between users (with a default),FUGUE-4757,30530,28404,QA-Validation,Will Not Fix,FUGUE,Fugue Product,software,nate,Fugue Product Project,,High,,,erez,erez,20/Feb/17 11:56 AM,20/Apr/17 11:16 AM,09/May/17 6:48 PM,,,,,,0,,,,,,,erez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,QA Team,,,,2|i003bj:,,,Sprint 29,,,,,,,,Not started,,,,,,,,,,,,,,,,,
[QA] Validate separation of fugue.yaml from credential file,FUGUE-4758,30531,28402,QA-Validation,To Do,FUGUE,Fugue Product,software,nate,Fugue Product Project,,High,,,erez,erez,20/Feb/17 11:58 AM,20/Feb/17 11:58 AM,09/May/17 6:48 PM,,,,,,0,,,,,should probably be tested in conjunction with https://luminal.atlassian.net/browse/FUGUE-4757,,erez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,CloudOS Team,,,,2|i003br:,,,Sprint 29,,,,,,,,Not started,,,,,,,,,,,,,,,,,
Bugfix: CLI --creds-check option is out of date,FUGUE-4777,30564,,Task,In Progress,FUGUE,Fugue Product,software,nate,Fugue Product Project,,High,,wayne,wayne,wayne,20/Feb/17 2:59 PM,05/May/17 7:36 AM,09/May/17 6:48 PM,,,,CLI,,0,EndOf28,Sprint28,,,`fugue init --creds-check` has not been updated and will return false positives,,matt,wayne,,,,,,0%,,,,FUGUE-3634,QA-335,,20/Feb/17 2:59 PM;wayne;fuguecli (9).log;https://luminal.atlassian.net/secure/attachment/25713/fuguecli+%289%29.log,,,,,,,,,,,,,,,,{},,,,,2.0,,,CloudOS Team,,,,2|hzytuu:000000r000000000b,,,Sprint 28,Sprint 29,,,,2.0,,,Not started,2017-05-01 09:48:45.746,"28/Feb/17 1:31 PM;wayne;Some unnecessary permissions are checked. For example, DeleteMessageBatch is no longer needed.

{code:java}
± fugue init --profile fugue-installer --creds-check ami-482ae35e
[ fugue init ] Initializing Fugue project with the following configuration:

Fugue Conductor AMI ID: ami-482ae35e
AWS Credentials: Profile (fugue-installer)

Checking your AWS Credentials for Fugue CLI use ...
Not Authorized
Your account is missing the following AWS permissions:
sqs:DeleteMessageBatch
s3:ListAllMyBuckets
s3:GetBucketLocation

Validating Fugue Conductor AMI ID ...
[ OK ] Provided AMI ID is valid.

Creating new fugue.yaml file ...

[ Done ] Project initialized.
{code}
",01/May/17 9:48 AM;matt;fugue-client: 0.32.1,"03/May/17 12:28 PM;wayne;We can incorporate 4777 into 3634. 

Whoever picks this task up should also pick up 3634 to get them both knocked out.

Rather than put all the missing actions into init.py, I think we can address this better when we complete FUGUE-3634. We'll need those up-to-date definitions and we can grab all the actions from what we require to ensure the running user has the right permissions.",03/May/17 12:30 PM;wayne;Moving back into TODO,"05/May/17 7:36 AM;wayne;Working alongside FUGUE-3634
",,,,,,,,,,,
Backend work for changing enforcement level of the conductor at the process level,FUGUE-4786,30611,,Task,In Progress,FUGUE,Fugue Product,software,nate,Fugue Product Project,,High,,mike,alex,alex,21/Feb/17 11:45 AM,09/May/17 2:23 PM,09/May/17 6:48 PM,,,,,,0,,,,,"As a user, I want to tell the conductor not to do enforcement for a specific -account- process


The will require that the broker is able to tell what kind of job led to the plan being created (subtask of FUGUE-4787)

*EDIT*: this ticket is the LRT backend work. the frontend (CLI/demarc) is in FUGUE-4820",,alex,joshe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,FUGUE-5034,,,,,,LRT Team,,,,2|i003kq:6hvd,,,Sprint 29,,,,,8.0,,,Not started,2017-03-09 15:54:29.985,"09/Mar/17 3:54 PM;joshe;Assuming this is the full end-to-end change, including the CLI work to introduce this command","09/Mar/17 4:00 PM;joshe;If specific to accounts, this will be primarily work in the accounts client/service to store additional metadata about each account (enforcement level). 

The Broker can then use the accounts client (which it already consumes) to determine if it should execute instructions or not.

(If it is enforcement by Process, then the Scheduler will own the enforcement level storage)","07/Apr/17 10:51 AM;joshe;Estimate at 13 due to coordination between teams and components, and need to fully flesh out CLI UX details.",19/Apr/17 3:34 PM;alex;This is not the CLI/demarc stuff. That's in FUGUE-4820. This ticket is for the LRT side. Can you re-estimate with that in mind?,"19/Apr/17 3:40 PM;joshe;New estimate at 8, takes into account long tail testing and integration due to large number of components involved",,,,,,,,,,,
Update Vars Headless Mode to no longer write ddb records for every single version of an item,FUGUE-4811,30728,,Task,To Do,FUGUE,Fugue Product,software,nate,Fugue Product Project,,High,,,eric,eric,23/Feb/17 10:57 AM,05/May/17 10:33 AM,09/May/17 6:48 PM,,,,,,0,,,,,"The strategy we are currently using for writing a dynamodb record for every version of a vars item breaks down when the set of items gets too large. We run into problems of vars taking too long to warm its cache. Our initial attempts to solve this problem by snapshotting and garbage collecting were successful for a time. But again, once the set of items reached certain sizes >2GB or about >4million ddb records, the full table scans required to create snapshots started to become prohibitively long and memory consuming. Even in cases where snapshotting was succeeding deleting individual records during garbage collection was taking even longer.

With these issues identified we want to create a persistence strategy for dynamodb that better supports its properties while keeping Var's Key/Value model in tact.

Proposals:
1 - create a new ddb table where we run updates on records (pretty easy, will scale for a while)
2 - use ddb as more of a transaction log and build snapshots off of that (more difficult, but could provide room for more horizontal scaling as far as dataset size and request throughput is concerned.)",,eric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,FUGUE-5038,,,,,,CloudOS Team,,,,2|hzytuu:000000r0000000011zzzzzh,,,Sprint 29,,,,,13.0,,,Not started,,"05/May/17 9:57 AM;eric;do not update daemon/keystore/dynamodb please create a new one. here's the schema

{code}
// CreateTable creates the required table
func (m SingleRecordPerVersion) CreateTableInput(
	tablename string,
	writeCap int64,
) *dynamodb.CreateTableInput {
	readCap := int64(1)

	attributeDefinitions := []*dynamodb.AttributeDefinition{
		&dynamodb.AttributeDefinition{
			AttributeName: aws.String(""key""),
			AttributeType: aws.String(""S""),
		},
		&dynamodb.AttributeDefinition{
			AttributeName: aws.String(""deleted""),
			AttributeType: aws.String(""N""),
		},
		&dynamodb.AttributeDefinition{
			AttributeName: aws.String(""last_update""),
			AttributeType: aws.String(""N""),
		},
	}

	gsiSpec := &dynamodb.GlobalSecondaryIndex{
		IndexName: aws.String(""deleted-last_update-index""),

		KeySchema: []*dynamodb.KeySchemaElement{
			&dynamodb.KeySchemaElement{
				AttributeName: aws.String(""deleted""),
				KeyType:       aws.String(""HASH""),
			},
			&dynamodb.KeySchemaElement{
				AttributeName: aws.String(""last_update""),
				KeyType:       aws.String(""RANGE""),
			},
		},
		Projection: &dynamodb.Projection{
			ProjectionType: aws.String(""KEYS_ONLY""),
		},
		ProvisionedThroughput: &dynamodb.ProvisionedThroughput{
			ReadCapacityUnits:  aws.Int64(readCap),  // Required
			WriteCapacityUnits: aws.Int64(writeCap), // Required
		},
	}

	input := &dynamodb.CreateTableInput{
		TableName: nil,

		KeySchema: []*dynamodb.KeySchemaElement{
			&dynamodb.KeySchemaElement{
				AttributeName: aws.String(""key""),
				KeyType:       aws.String(""HASH""),
			},
		},

		AttributeDefinitions: attributeDefinitions,

		GlobalSecondaryIndexes: []*dynamodb.GlobalSecondaryIndex{
			gsiSpec,
		},

		ProvisionedThroughput: &dynamodb.ProvisionedThroughput{
			ReadCapacityUnits:  aws.Int64(readCap),  // Required
			WriteCapacityUnits: aws.Int64(writeCap), // Required
		},
	}

	input.SetTableName(tablename)
	return input
}
{code}","05/May/17 9:59 AM;eric;instead of a conditional PutItem we will be using a conditional UpdateItem. A gotya will be knowing when to remove columns that were in use in the current version but not in use in the next version the below code is a close shot at that

{code}
func updateItem(
	dynamoDBAPI dynamodbiface.DynamoDBAPI,
	tableName string,
	pkey string,
	skey string,
	currentItem map[string]*dynamodb.AttributeValue,
	nextItem map[string]*dynamodb.AttributeValue,
) {
	key := map[string]*dynamodb.AttributeValue{
		pkey: nextItem[pkey],
	}

	updateExpression := attributeValueToSetExpression(pkey, skey, nextItem)
	expressionAttributeValues := attributeValueToExpressionValue(
		pkey,
		skey,
		nextItem,
	)
	expressionAttributeNames := attributeValueToExpressionNames(nextItem)
	conditionExpression := aws.String(
		""attribute_not_exists(#key)"",
	)

	if currentItem != nil {
		diff := attributeValueDiff(currentItem, nextItem)
		if len(diff) > 0 {
			for i, k := range diff {
				diff[i] = ""#"" + k
				expressionAttributeNames[diff[i]] = aws.String(k)
			}
			updateExpression = aws.String(
				*updateExpression + "" REMOVE "" + strings.Join(diff, "", ""),
			)
		}

		expressionAttributeValues["":currentVersion""] = currentItem[""version""]
		conditionExpression = aws.String(
			""attribute_exists(#key) and #version=:currentVersion"",
		)
	}

	input := &dynamodb.UpdateItemInput{
		TableName: aws.String(tableName),
		Key:       key,

		UpdateExpression:          updateExpression,
		ExpressionAttributeValues: expressionAttributeValues,

		ExpressionAttributeNames: expressionAttributeNames,
		ConditionExpression:      conditionExpression,

		ReturnConsumedCapacity: aws.String(""TOTAL""),
	}

	fmt.Println(input)
	if output, err := dynamoDBAPI.UpdateItem(input); err != nil {
		log.WithError(err).Fatal(""Error Writing Item"")
	} else {
		fmt.Println(""Consumed:"", *output.ConsumedCapacity.CapacityUnits)
	}
}
{code}",,,,,,,,,,,,,,
Update Vars Conductor to no longer write ddb records for every single version of vars item,FUGUE-4812,30729,,Task,In Progress,FUGUE,Fugue Product,software,nate,Fugue Product Project,,High,,matt,eric,eric,23/Feb/17 10:58 AM,09/May/17 2:25 PM,09/May/17 6:48 PM,,,,,,0,,,,,"The strategy we are currently using for writing a dynamodb record for every version of a vars item breaks down when the set of items gets too large. We run into problems of vars taking too long to warm its cache. Our initial attempts to solve this problem by snapshotting and garbage collecting were successful for a time. But again, once the set of items reached certain sizes >2GB or about >4million ddb records, the full table scans required to create snapshots started to become prohibitively long and memory consuming. Even in cases where snapshotting was succeeding deleting individual records during garbage collection was taking even longer.

With these issues identified we want to create a persistence strategy for dynamodb that better supports its properties while keeping Var's Key/Value model in tact.

Proposals:
1 - create a new ddb table where we run updates on records (pretty easy, will scale for a while)
2 - use ddb as more of a transaction log and build snapshots off of that (more difficult, but could provide room for more horizontal scaling as far as dataset size and request throughput is concerned.)",,eric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,FUGUE-5038,,,,,,CloudOS Team,,,,2|hzytuu:000000r0000000011zzzzzhi,,,Sprint 29,,,,,5.0,,,Not started,,"05/May/17 9:58 AM;eric;{code}
// CreateTable creates the required table
func (m SingleRecordPerVersion) CreateTableInput(
	tablename string,
	writeCap int64,
) *dynamodb.CreateTableInput {
	readCap := int64(1)

	attributeDefinitions := []*dynamodb.AttributeDefinition{
		&dynamodb.AttributeDefinition{
			AttributeName: aws.String(""key""),
			AttributeType: aws.String(""S""),
		},
		&dynamodb.AttributeDefinition{
			AttributeName: aws.String(""deleted""),
			AttributeType: aws.String(""N""),
		},
		&dynamodb.AttributeDefinition{
			AttributeName: aws.String(""last_update""),
			AttributeType: aws.String(""N""),
		},
	}

	gsiSpec := &dynamodb.GlobalSecondaryIndex{
		IndexName: aws.String(""deleted-last_update-index""),

		KeySchema: []*dynamodb.KeySchemaElement{
			&dynamodb.KeySchemaElement{
				AttributeName: aws.String(""deleted""),
				KeyType:       aws.String(""HASH""),
			},
			&dynamodb.KeySchemaElement{
				AttributeName: aws.String(""last_update""),
				KeyType:       aws.String(""RANGE""),
			},
		},
		Projection: &dynamodb.Projection{
			ProjectionType: aws.String(""KEYS_ONLY""),
		},
		ProvisionedThroughput: &dynamodb.ProvisionedThroughput{
			ReadCapacityUnits:  aws.Int64(readCap),  // Required
			WriteCapacityUnits: aws.Int64(writeCap), // Required
		},
	}

	input := &dynamodb.CreateTableInput{
		TableName: nil,

		KeySchema: []*dynamodb.KeySchemaElement{
			&dynamodb.KeySchemaElement{
				AttributeName: aws.String(""key""),
				KeyType:       aws.String(""HASH""),
			},
		},

		AttributeDefinitions: attributeDefinitions,

		GlobalSecondaryIndexes: []*dynamodb.GlobalSecondaryIndex{
			gsiSpec,
		},

		ProvisionedThroughput: &dynamodb.ProvisionedThroughput{
			ReadCapacityUnits:  aws.Int64(readCap),  // Required
			WriteCapacityUnits: aws.Int64(writeCap), // Required
		},
	}

	input.SetTableName(tablename)
	return input
}
{code}","05/May/17 10:01 AM;eric;instead of a conditional PutItem we will be using a conditional UpdateItem. A gotya will be knowing when to remove columns that were in use in the current version but not in use in the next version the below code is a close shot at that

{code}
func updateItem(
	dynamoDBAPI dynamodbiface.DynamoDBAPI,
	tableName string,
	pkey string,
	skey string,
	currentItem map[string]*dynamodb.AttributeValue,
	nextItem map[string]*dynamodb.AttributeValue,
) {
	key := map[string]*dynamodb.AttributeValue{
		pkey: nextItem[pkey],
	}

	updateExpression := attributeValueToSetExpression(pkey, skey, nextItem)
	expressionAttributeValues := attributeValueToExpressionValue(
		pkey,
		skey,
		nextItem,
	)
	expressionAttributeNames := attributeValueToExpressionNames(nextItem)
	conditionExpression := aws.String(
		""attribute_not_exists(#key)"",
	)

	if currentItem != nil {
		diff := attributeValueDiff(currentItem, nextItem)
		if len(diff) > 0 {
			for i, k := range diff {
				diff[i] = ""#"" + k
				expressionAttributeNames[diff[i]] = aws.String(k)
			}
			updateExpression = aws.String(
				*updateExpression + "" REMOVE "" + strings.Join(diff, "", ""),
			)
		}

		expressionAttributeValues["":currentVersion""] = currentItem[""version""]
		conditionExpression = aws.String(
			""attribute_exists(#key) and #version=:currentVersion"",
		)
	}

	input := &dynamodb.UpdateItemInput{
		TableName: aws.String(tableName),
		Key:       key,

		UpdateExpression:          updateExpression,
		ExpressionAttributeValues: expressionAttributeValues,

		ExpressionAttributeNames: expressionAttributeNames,
		ConditionExpression:      conditionExpression,

		ReturnConsumedCapacity: aws.String(""TOTAL""),
	}

	fmt.Println(input)
	if output, err := dynamoDBAPI.UpdateItem(input); err != nil {
		log.WithError(err).Fatal(""Error Writing Item"")
	} else {
		fmt.Println(""Consumed:"", *output.ConsumedCapacity.CapacityUnits)
	}
}
{code}",,,,,,,,,,,,,,
Implement new component that publishes notifications,FUGUE-4817,30741,,Story,Done,FUGUE,Fugue Product,software,nate,Fugue Product Project,,High,,scott,alex,alex,23/Feb/17 3:36 PM,03/May/17 4:35 PM,09/May/17 6:48 PM,,,,,,0,EndOf28,,,,"The first and only notification type to be supported will be the Planner instruction stream changes.

Implement a service that:
* listens on the brokers sns inbox topic
* renders the plan into a human-readable form (from protobuf)
* publishes the plan to an SNS topic based on what kind of job created the plan
* -notifications will be a process level attribute, enabled by default. The broker should check this attribute to determine whether to send notifications or not.-

For example, if the plan was the result of a `fugue run`, then publish it to a `run` topic. If it was a system job, then publish it to a `system` topic.

Step 1: pre-baked topics
* fugue-notifications-instruction-stream-run
* fugue-notifications-instruction-stream-update
* fugue-notifications-instruction-stream-resume
* fugue-notifications-instruction-stream-kill
* fugue-notifications-instruction-stream-drift (name?) -- only non-empty System Plans

Step 2: Filters/CRUD operations/etc (TBD in future, not in scope for this ticket)",,alex,joshe,rob,scott,wayne,,,,,,,,,,,,,,,,,,,,,,,,,,{},,FUGUE-5027,,,8.0,,,CloudOS Team,,,,2|hzytuu:000000r00000000ir,,,Sprint 28,Sprint 29,,,,2.0,,,Not started,2017-03-10 15:38:36.436,10/Mar/17 3:38 PM;wayne;What about suspend/resume/release?,10/Mar/17 3:39 PM;wayne;Someone with sns:Subscribe permissions would be able to get information about the Conductor's processes that they may not otherwise have access to via RBAC.,"10/Mar/17 4:07 PM;joshe;I think ""Broker"" is a confusing name for this component -- it's sort of an Event Bus or Event Notification service. The concept of ""Broker"" I thought was reserved for the thing that receives and executes plans (which is only 1 small duty of this new component)

Also, only consuming Instruction Streams won't actually tell us anything about the User Signals (update/resume/etc). The Job Type as display on {{fugue history}} is an approximation. Only the Scheduler Signal Handler actually knows about these.

The way to notify on actual signals would be for the Scheduler to emit events (including suspend/resume/release).","10/Mar/17 4:09 PM;joshe;Also doesn't the translate broker already do the ""renders the plan into a human-readable form (from protobuf)""? Can the translate broker just be extended to emit events for NON dry-run jobs of the human-readable Plan, which are then consumed by this new component and funneled into the proper notification channel (SNS)?",25/Mar/17 2:51 PM;wayne;We can probably take some lessons from the translate broker or make some common code. I'd hesitate to extend the translate broker at this time since we don't know how this is going to evolve in the future. Just my thought.,25/Mar/17 2:59 PM;wayne;Modified the description to include the process notification attribute.,"29/Mar/17 4:21 PM;joshe;Right, maybe the translate broker isn't the right place, but certainly the same code from it should be re-used (ugh, shared python libs!). I was just thinking that the work is already being done once, why not leverage it.","03/Apr/17 11:24 AM;rob;This will probably require the first swing at what the output should look like.
(look at the Dry Run Tickets)

Design Doc is also part of this work. ","18/Apr/17 10:58 AM;joshe;Overriding design principle should be to _not_ couple the implementation of the new fugue-notification-publisher to the existing implementation of existing components. The component is basically a ""router"" that will subscribe to various sources, filter the messages, and forward/re-publish them to new places.

Of course, individual code modules within the component must have intimate knowledge of their respective notification type, e.g. ""instruction stream notifications"" will know about the shape of the Instruction Stream message and how to filter it based on user configuration. These should be specifically de-coupled from the overall design of the entire component.

Work entailed for MVP includes:
* Subscribe to existing Instruction Stream SNS topic (commKit)
* Consume Instruction Stream messages via commKit
* Filter messages and assign event type (instruction stream only)
* Translate message based on event type (instruction stream only)
* Publish messages to appropriate endpoint (SNS) based on type

","18/Apr/17 11:20 AM;joshe;[~alex] It seems to make more sense to publish notifications to individual topics based on the user's configuration, rather than a separate topic per Job Type. 

For instance, the user may configure it to publish only ""drift"" (""system"" jobs) to SNS topic ""my-drift-jobs"" and then all user-related Job Types (""run"", ""kill"", ""update"", ""resume"") to another topic ""my-user-jobs"". In this case, the fugue-notification-publisher could just filter the notifications internally and publish the right things to the right topics.

This approach is simpler, as well as more flexible for when we eventually publish more than just Instruction Streams.
* The various topic names will become overloaded/too complex (e.g. ""fugue-instruction-stream-run-notifications""). 
* With multiple notification types and sub-types (e.g. ""Job.InstructionStream.[Run|Update|Resume|Kill|System]"", ""Process.StateChange.[Halt|Idle|Busy|Kill], etc.""), the number of topics to maintain will quickly grow to an unreasonable number 
* With the large number of topics, the configuration of notifications will become overly complex when the user wants to combine multiple Types to send to a single endpoint. ","18/Apr/17 1:54 PM;joshe;MVP: Pre-baked SNS topics, no user configuration at all. Consumes Instruction Stream, transforms and publishes to the appropriate topic.",18/Apr/17 2:55 PM;joshe;Go code from Planners/Manager can be re-used to translate the instruction stream,27/Apr/17 7:39 PM;scott;Preliminary PR issued. https://github.com/LuminalHQ/fugue-notifications-svc/pull/2,"01/May/17 10:26 AM;scott;Made a bunch of changes after Josh's review, which was really good. New PR for the CLI to add the topics via CFn:

https://github.com/LuminalHQ/fugue-cli-python/pull/423

That and the conductor-image change have only added a few hours of work.

","03/May/17 3:49 PM;scott;Release 0.1.0 is out. It's a POC at this stage.

us-east-1 conductor: {{ami-9596fa83}}
fugue-client: TBD",03/May/17 4:35 PM;scott;Total effort was accurate. Random interrupts slowed the finishing work a bit.
Frontend work to let a user disable enforcement for a process,FUGUE-4820,30744,,Task,To Do,FUGUE,Fugue Product,software,nate,Fugue Product Project,,High,,,alex,alex,23/Feb/17 3:55 PM,19/Apr/17 3:42 PM,09/May/17 6:48 PM,,,,,,0,,,,,"-provide a cli command to let a user disable enforcement for a fugue-managed account. When executed, this command should set a vars key that will let other components know that enforcement is disabled for that account.-

-This is probably a CLI command that tells demarc to do the setting, and then demarc actually sets the key-

-*{color:red}NOTE{color}*: the vars key that gets written should be an encrypted vars key, so that we get tamper-resistance on the item. We dont want some rando with DDB write-perms to be able to turn off enforcement on prod.-

We decided to make enforcement a process level attribute. This will default to true/yes/on/whatever and users will opt-out by running the {{fugue property}} command. The {{fugue property}} command should be extended to support this attribute. It might be just a matter of updating the help and ensuring the provided information is passed to the conductor and forwarded from there to the scheduler.",,alex,eric,wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,FUGUE-5034,,,,,,CloudOS Team,,,,2|i003kq:6hvi,,,Sprint 29,,,,,8.0,,,Not started,2017-03-23 21:09:51.789,"23/Mar/17 9:09 PM;wayne;Let's also talk about toggling enforcement at the process level. We know some customers aren't set up for multi-account and as a result we are going to build process level permissions in rbac v2. I see enforcement at this level as a process attribute that can be toggled with the existing {{fugue property}} command. I figure it defaults to True and is something customers opt out of. We could still support drift detection and notification by letting the scheduler tick as usual and once the broker receives a message it's check is something like {{if process.enforcing and is not dry_run}}.

Toggling at the account level is also doable, also thinking this is an account level attribute. Maybe we could extend fugue account to include {{fugue account property}} or something. 

I think we could build both of these in tandem or one sprint after the other kind of thing. 

wrt an encrypted key, the account and process records are not currently encrypted. So that's something to consider.

Finally, a global setting for a much larger ""conductor configuration"" component. I think this is farther down the road but worth considering.
",25/Mar/17 3:08 PM;wayne;[~alex] Spitballing here ... For v2 we could provide additional attributes for notification and enforcement during {{fugue run}}. Ex: {{fugue run composition.lw --enforcement off --notification off}} or something to that effect.,"10/Apr/17 9:56 AM;eric;using enforcement as a property seems like the way to go, shouldnt be too much to add that in to the frontend (cli and demarc). After that the brunt of the work will be updating the process model to include this new property and the ticker to honor it. This should be marked as cross team.","10/Apr/17 9:56 AM;eric;[~wayne] is there already work on the LRT side to support this in the scheduler, or is this going to be a new feature?",10/Apr/17 10:29 AM;wayne;Just recording here that it looks like we've got the ball rolling in the right direction in #team-product-mgmt,10/Apr/17 10:35 AM;eric;i missed that this is part of an epic https://luminal.atlassian.net/browse/FUGUE-5034 which includes all of the crossteam work here. This task will be used to split up all the frontend work needed.,,,,,,,,,,
Add RBAC types and support around setting enforcement level,FUGUE-4821,30745,,Task,To Do,FUGUE,Fugue Product,software,nate,Fugue Product Project,,High,,,alex,alex,23/Feb/17 3:56 PM,01/May/17 11:45 AM,09/May/17 6:48 PM,,,,,,0,,,,,,,alex,rob,wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,FUGUE-5034,,,,,,CloudOS Team,,,,2|i003kq:6hvk,,,Sprint 29,,,,,3.0,,,Not started,2017-03-25 15:02:31.067,25/Mar/17 3:02 PM;wayne;RBAC types will be for process level enforcement.,03/Apr/17 11:33 AM;rob;Adding RBAC to control who can use this function,,,,,,,,,,,,,,
